account_id,district_id,frequency,parseddate,year,month,day,date
A00003990,77,Monthly Issuance,2017-02-04,2017,2,4,2017-02-04
A00002021,69,Monthly Issuance,2017-02-05,2017,2,5,2017-02-05
A00011231,1,Monthly Issuance,2017-02-05,2017,2,5,2017-02-05
A00004266,54,Monthly Issuance,2017-02-05,2017,2,5,2017-02-05
A00002455,30,Monthly Issuance,2017-02-06,2017,2,6,2017-02-06
A00003633,18,Monthly Issuance,2017-02-06,2017,2,6,2017-02-06
A00004026,58,Monthly Issuance,2017-02-06,2017,2,6,2017-02-06
A00003620,14,Monthly Issuance,2017-02-06,2017,2,6,2017-02-06
A00004550,56,Monthly Issuance,2017-02-06,2017,2,6,2017-02-06
A00001616,22,Monthly Issuance,2017-02-07,2017,2,7,2017-02-07
A00001498,62,Weekly Issuance,2017-02-07,2017,2,7,2017-02-07
A00000598,1,Monthly Issuance,2017-02-08,2017,2,8,2017-02-08
A00002262,13,Monthly Issuance,2017-02-08,2017,2,8,2017-02-08
A00002126,1,Monthly Issuance,2017-02-09,2017,2,9,2017-02-09
A00001418,35,Monthly Issuance,2017-02-09,2017,2,9,2017-02-09
A00002537,27,Monthly Issuance,2017-02-09,2017,2,9,2017-02-09
A00000159,70,Monthly Issuance,2017-02-11,2017,2,11,2017-02-11
A00011141,1,Weekly Issuance,2017-02-11,2017,2,11,2017-02-11
A00002477,11,Monthly Issuance,2017-02-11,2017,2,11,2017-02-11
A00001182,8,Monthly Issuance,2017-02-11,2017,2,11,2017-02-11
A00000130,54,Monthly Issuance,2017-02-12,2017,2,12,2017-02-12
A00000828,1,Monthly Issuance,2017-02-12,2017,2,12,2017-02-12
A00002042,31,Monthly Issuance,2017-02-12,2017,2,12,2017-02-12
A00004358,5,Monthly Issuance,2017-02-12,2017,2,12,2017-02-12
A00003565,30,Monthly Issuance,2017-02-12,2017,2,12,2017-02-12
A00000796,1,Monthly Issuance,2017-02-13,2017,2,13,2017-02-13
A00002381,1,Monthly Issuance,2017-02-13,2017,2,13,2017-02-13
A00001430,26,Monthly Issuance,2017-02-13,2017,2,13,2017-02-13
A00002085,25,Monthly Issuance,2017-02-13,2017,2,13,2017-02-13
A00003059,1,Monthly Issuance,2017-02-15,2017,2,15,2017-02-15
A00003959,1,Weekly Issuance,2017-02-15,2017,2,15,2017-02-15
A00001068,52,Monthly Issuance,2017-02-15,2017,2,15,2017-02-15
A00010915,25,Weekly Issuance,2017-02-15,2017,2,15,2017-02-15
A00000729,14,Monthly Issuance,2017-02-15,2017,2,15,2017-02-15
A00001141,28,Monthly Issuance,2017-02-16,2017,2,16,2017-02-16
A00001264,1,Monthly Issuance,2017-02-16,2017,2,16,2017-02-16
A00000351,50,Monthly Issuance,2017-02-17,2017,2,17,2017-02-17
A00000424,12,Monthly Issuance,2017-02-17,2017,2,17,2017-02-17
A00001037,1,Monthly Issuance,2017-02-18,2017,2,18,2017-02-18
A00002656,1,Monthly Issuance,2017-02-18,2017,2,18,2017-02-18
A00005445,72,Monthly Issuance,2017-02-19,2017,2,19,2017-02-19
A00003188,24,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00003236,52,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00002766,31,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00001447,65,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00003331,16,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00004268,77,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00001524,6,Monthly Issuance,2017-02-20,2017,2,20,2017-02-20
A00004746,54,Monthly Issuance,2017-02-21,2017,2,21,2017-02-21
A00003337,58,Issuance After Transaction,2017-02-22,2017,2,22,2017-02-22
A00000323,52,Monthly Issuance,2017-02-23,2017,2,23,2017-02-23
A00002016,1,Monthly Issuance,2017-02-23,2017,2,23,2017-02-23
A00000226,70,Monthly Issuance,2017-02-23,2017,2,23,2017-02-23
A00005180,54,Monthly Issuance,2017-02-24,2017,2,24,2017-02-24
A00001619,38,Monthly Issuance,2017-02-24,2017,2,24,2017-02-24
A00002661,1,Monthly Issuance,2017-02-25,2017,2,25,2017-02-25
A00001818,54,Monthly Issuance,2017-02-25,2017,2,25,2017-02-25
A00002937,1,Monthly Issuance,2017-02-25,2017,2,25,2017-02-25
A00002194,54,Monthly Issuance,2017-02-25,2017,2,25,2017-02-25
A00001336,5,Monthly Issuance,2017-02-26,2017,2,26,2017-02-26
A00002325,55,Monthly Issuance,2017-02-26,2017,2,26,2017-02-26
A00000292,49,Monthly Issuance,2017-02-26,2017,2,26,2017-02-26
A00002797,74,Monthly Issuance,2017-02-26,2017,2,26,2017-02-26
A00001736,74,Monthly Issuance,2017-02-26,2017,2,26,2017-02-26
A00002405,64,Monthly Issuance,2017-02-27,2017,2,27,2017-02-27
A00002415,16,Monthly Issuance,2017-02-27,2017,2,27,2017-02-27
A00003851,1,Monthly Issuance,2017-02-27,2017,2,27,2017-02-27
A00002782,1,Monthly Issuance,2017-02-27,2017,2,27,2017-02-27
A00000195,70,Monthly Issuance,2017-02-27,2017,2,27,2017-02-27
A00002380,46,Monthly Issuance,2017-02-27,2017,2,27,2017-02-27
A00001928,70,Monthly Issuance,2017-03-02,2017,3,2,2017-03-02
A00003242,28,Monthly Issuance,2017-03-02,2017,3,2,2017-03-02
A00003541,70,Monthly Issuance,2017-03-02,2017,3,2,2017-03-02
A00003652,36,Monthly Issuance,2017-03-02,2017,3,2,2017-03-02
A00002024,20,Monthly Issuance,2017-03-02,2017,3,2,2017-03-02
A00000919,62,Monthly Issuance,2017-03-03,2017,3,3,2017-03-03
A00001096,34,Monthly Issuance,2017-03-03,2017,3,3,2017-03-03
A00001215,65,Monthly Issuance,2017-03-04,2017,3,4,2017-03-04
A00006306,64,Monthly Issuance,2017-03-04,2017,3,4,2017-03-04
A00002089,29,Weekly Issuance,2017-03-05,2017,3,5,2017-03-05
A00000850,25,Monthly Issuance,2017-03-07,2017,3,7,2017-03-07
A00001668,62,Monthly Issuance,2017-03-07,2017,3,7,2017-03-07
A00002224,46,Issuance After Transaction,2017-03-08,2017,3,8,2017-03-08
A00003574,72,Monthly Issuance,2017-03-08,2017,3,8,2017-03-08
A00006061,1,Monthly Issuance,2017-03-08,2017,3,8,2017-03-08
A00002270,14,Monthly Issuance,2017-03-08,2017,3,8,2017-03-08
A00000214,22,Monthly Issuance,2017-03-09,2017,3,9,2017-03-09
A00003031,51,Monthly Issuance,2017-03-10,2017,3,10,2017-03-10
A00001746,1,Monthly Issuance,2017-03-11,2017,3,11,2017-03-11
A00000064,64,Monthly Issuance,2017-03-11,2017,3,11,2017-03-11
A00003842,1,Monthly Issuance,2017-03-12,2017,3,12,2017-03-12
A00003971,75,Monthly Issuance,2017-03-13,2017,3,13,2017-03-13
A00000405,55,Monthly Issuance,2017-03-13,2017,3,13,2017-03-13
A00000600,46,Monthly Issuance,2017-03-13,2017,3,13,2017-03-13
A00001740,57,Monthly Issuance,2017-03-13,2017,3,13,2017-03-13
A00002672,59,Monthly Issuance,2017-03-14,2017,3,14,2017-03-14
A00000114,60,Monthly Issuance,2017-03-14,2017,3,14,2017-03-14
A00002760,10,Monthly Issuance,2017-03-14,2017,3,14,2017-03-14
A00002597,31,Monthly Issuance,2017-03-16,2017,3,16,2017-03-16
A00002908,61,Monthly Issuance,2017-03-16,2017,3,16,2017-03-16
A00000191,41,Monthly Issuance,2017-03-17,2017,3,17,2017-03-17
A00002354,7,Monthly Issuance,2017-03-17,2017,3,17,2017-03-17
A00003782,9,Weekly Issuance,2017-03-17,2017,3,17,2017-03-17
A00003328,1,Monthly Issuance,2017-03-17,2017,3,17,2017-03-17
A00003083,66,Monthly Issuance,2017-03-18,2017,3,18,2017-03-18
A00001199,50,Monthly Issuance,2017-03-18,2017,3,18,2017-03-18
A00010652,1,Monthly Issuance,2017-03-18,2017,3,18,2017-03-18
A00002690,66,Monthly Issuance,2017-03-19,2017,3,19,2017-03-19
A00002495,70,Monthly Issuance,2017-03-19,2017,3,19,2017-03-19
A00008505,70,Monthly Issuance,2017-03-20,2017,3,20,2017-03-20
A00000304,4,Monthly Issuance,2017-03-20,2017,3,20,2017-03-20
A00008926,1,Monthly Issuance,2017-03-21,2017,3,21,2017-03-21
A00000578,28,Weekly Issuance,2017-03-21,2017,3,21,2017-03-21
A00001363,11,Monthly Issuance,2017-03-23,2017,3,23,2017-03-23
A00001165,44,Monthly Issuance,2017-03-23,2017,3,23,2017-03-23
A00000085,68,Monthly Issuance,2017-03-23,2017,3,23,2017-03-23
A00000749,38,Monthly Issuance,2017-03-23,2017,3,23,2017-03-23
A00008026,36,Monthly Issuance,2017-03-23,2017,3,23,2017-03-23
A00003332,17,Monthly Issuance,2017-03-25,2017,3,25,2017-03-25
A00003739,1,Monthly Issuance,2017-03-25,2017,3,25,2017-03-25
A00001907,1,Monthly Issuance,2017-03-25,2017,3,25,2017-03-25
A00001976,26,Monthly Issuance,2017-03-25,2017,3,25,2017-03-25
A00003658,24,Monthly Issuance,2017-03-25,2017,3,25,2017-03-25
A00003581,66,Monthly Issuance,2017-03-26,2017,3,26,2017-03-26
A00001466,69,Weekly Issuance,2017-03-26,2017,3,26,2017-03-26
A00003176,26,Monthly Issuance,2017-03-26,2017,3,26,2017-03-26
A00001459,12,Monthly Issuance,2017-03-26,2017,3,26,2017-03-26
A00001321,60,Monthly Issuance,2017-03-27,2017,3,27,2017-03-27
A00002966,33,Monthly Issuance,2017-03-27,2017,3,27,2017-03-27
A00000157,11,Monthly Issuance,2017-03-28,2017,3,28,2017-03-28
A00002158,38,Monthly Issuance,2017-03-29,2017,3,29,2017-03-29
A00002843,30,Monthly Issuance,2017-03-29,2017,3,29,2017-03-29
A00003266,14,Monthly Issuance,2017-03-29,2017,3,29,2017-03-29
A00002048,76,Monthly Issuance,2017-03-30,2017,3,30,2017-03-30
A00000442,54,Monthly Issuance,2017-03-30,2017,3,30,2017-03-30
A00003885,51,Monthly Issuance,2017-04-01,2017,4,1,2017-04-01
A00001863,62,Monthly Issuance,2017-04-01,2017,4,1,2017-04-01
A00009167,56,Monthly Issuance,2017-04-02,2017,4,2,2017-04-02
A00002874,32,Monthly Issuance,2017-04-02,2017,4,2,2017-04-02
A00003695,30,Monthly Issuance,2017-04-02,2017,4,2,2017-04-02
A00010068,1,Monthly Issuance,2017-04-02,2017,4,2,2017-04-02
A00002725,52,Monthly Issuance,2017-04-02,2017,4,2,2017-04-02
A00002899,40,Monthly Issuance,2017-04-03,2017,4,3,2017-04-03
A00000144,10,Weekly Issuance,2017-04-03,2017,4,3,2017-04-03
A00001933,35,Monthly Issuance,2017-04-04,2017,4,4,2017-04-04
A00001034,73,Monthly Issuance,2017-04-04,2017,4,4,2017-04-04
A00000049,1,Monthly Issuance,2017-04-06,2017,4,6,2017-04-06
A00001594,15,Monthly Issuance,2017-04-06,2017,4,6,2017-04-06
A00001138,41,Monthly Issuance,2017-04-07,2017,4,7,2017-04-07
A00003544,33,Monthly Issuance,2017-04-07,2017,4,7,2017-04-07
A00001636,53,Monthly Issuance,2017-04-08,2017,4,8,2017-04-08
A00010812,16,Monthly Issuance,2017-04-08,2017,4,8,2017-04-08
A00002165,51,Monthly Issuance,2017-04-08,2017,4,8,2017-04-08
A00003460,16,Monthly Issuance,2017-04-08,2017,4,8,2017-04-08
A00004208,1,Monthly Issuance,2017-04-08,2017,4,8,2017-04-08
A00002954,1,Monthly Issuance,2017-04-08,2017,4,8,2017-04-08
A00000843,6,Monthly Issuance,2017-04-09,2017,4,9,2017-04-09
A00002901,1,Monthly Issuance,2017-04-09,2017,4,9,2017-04-09
A00001734,37,Monthly Issuance,2017-04-10,2017,4,10,2017-04-10
A00002466,39,Monthly Issuance,2017-04-11,2017,4,11,2017-04-11
A00000476,69,Monthly Issuance,2017-04-11,2017,4,11,2017-04-11
A00001407,19,Issuance After Transaction,2017-04-11,2017,4,11,2017-04-11
A00001598,15,Monthly Issuance,2017-04-12,2017,4,12,2017-04-12
A00002166,71,Monthly Issuance,2017-04-12,2017,4,12,2017-04-12
A00001259,72,Monthly Issuance,2017-04-12,2017,4,12,2017-04-12
A00000927,69,Monthly Issuance,2017-04-12,2017,4,12,2017-04-12
A00002575,72,Monthly Issuance,2017-04-13,2017,4,13,2017-04-13
A00004467,17,Weekly Issuance,2017-04-13,2017,4,13,2017-04-13
A00001253,5,Monthly Issuance,2017-04-13,2017,4,13,2017-04-13
A00001281,8,Monthly Issuance,2017-04-14,2017,4,14,2017-04-14
A00001915,2,Monthly Issuance,2017-04-14,2017,4,14,2017-04-14
A00003716,1,Monthly Issuance,2017-04-14,2017,4,14,2017-04-14
A00001560,62,Monthly Issuance,2017-04-14,2017,4,14,2017-04-14
A00004725,73,Monthly Issuance,2017-04-14,2017,4,14,2017-04-14
A00001665,73,Monthly Issuance,2017-04-15,2017,4,15,2017-04-15
A00000012,21,Monthly Issuance,2017-04-15,2017,4,15,2017-04-15
A00003398,43,Monthly Issuance,2017-04-15,2017,4,15,2017-04-15
A00004475,72,Monthly Issuance,2017-04-16,2017,4,16,2017-04-16
A00002586,57,Monthly Issuance,2017-04-16,2017,4,16,2017-04-16
A00000189,76,Monthly Issuance,2017-04-16,2017,4,16,2017-04-16
A00003077,64,Monthly Issuance,2017-04-16,2017,4,16,2017-04-16
A00003634,21,Monthly Issuance,2017-04-16,2017,4,16,2017-04-16
A00003897,13,Monthly Issuance,2017-04-16,2017,4,16,2017-04-16
A00002055,37,Monthly Issuance,2017-04-17,2017,4,17,2017-04-17
A00003012,49,Monthly Issuance,2017-04-18,2017,4,18,2017-04-18
A00001035,73,Monthly Issuance,2017-04-18,2017,4,18,2017-04-18
A00001687,23,Monthly Issuance,2017-04-18,2017,4,18,2017-04-18
A00000407,72,Weekly Issuance,2017-04-18,2017,4,18,2017-04-18
A00002744,70,Weekly Issuance,2017-04-19,2017,4,19,2017-04-19
A00003194,11,Monthly Issuance,2017-04-19,2017,4,19,2017-04-19
A00000109,53,Monthly Issuance,2017-04-20,2017,4,20,2017-04-20
A00001198,70,Monthly Issuance,2017-04-20,2017,4,20,2017-04-20
A00003830,56,Monthly Issuance,2017-04-20,2017,4,20,2017-04-20
A00003692,70,Monthly Issuance,2017-04-21,2017,4,21,2017-04-21
A00003217,75,Issuance After Transaction,2017-04-23,2017,4,23,2017-04-23
A00000453,75,Monthly Issuance,2017-04-24,2017,4,24,2017-04-24
A00002539,24,Monthly Issuance,2017-04-24,2017,4,24,2017-04-24
A00000794,63,Monthly Issuance,2017-04-24,2017,4,24,2017-04-24
A00000636,75,Monthly Issuance,2017-04-24,2017,4,24,2017-04-24
A00000309,14,Monthly Issuance,2017-04-25,2017,4,25,2017-04-25
A00000873,73,Monthly Issuance,2017-04-26,2017,4,26,2017-04-26
A00000589,1,Monthly Issuance,2017-04-26,2017,4,26,2017-04-26
A00009484,5,Monthly Issuance,2017-04-26,2017,4,26,2017-04-26
A00003052,44,Monthly Issuance,2017-04-26,2017,4,26,2017-04-26
A00010134,22,Monthly Issuance,2017-04-26,2017,4,26,2017-04-26
A00003846,61,Monthly Issuance,2017-04-27,2017,4,27,2017-04-27
A00000912,65,Monthly Issuance,2017-04-27,2017,4,27,2017-04-27
A00002080,74,Monthly Issuance,2017-04-27,2017,4,27,2017-04-27
A00002857,19,Monthly Issuance,2017-04-28,2017,4,28,2017-04-28
A00000647,1,Monthly Issuance,2017-04-28,2017,4,28,2017-04-28
A00002952,65,Monthly Issuance,2017-04-28,2017,4,28,2017-04-28
A00000240,72,Monthly Issuance,2017-04-28,2017,4,28,2017-04-28
A00001693,1,Issuance After Transaction,2017-04-29,2017,4,29,2017-04-29
A00002612,1,Monthly Issuance,2017-04-29,2017,4,29,2017-04-29
A00003104,1,Monthly Issuance,2017-04-29,2017,4,29,2017-04-29
A00001488,25,Monthly Issuance,2017-04-29,2017,4,29,2017-04-29
A00002451,54,Monthly Issuance,2017-04-29,2017,4,29,2017-04-29
A00010257,27,Monthly Issuance,2017-05-01,2017,5,1,2017-05-01
A00001024,19,Monthly Issuance,2017-05-02,2017,5,2,2017-05-02
A00002173,64,Monthly Issuance,2017-05-02,2017,5,2,2017-05-02
A00000098,55,Monthly Issuance,2017-05-02,2017,5,2,2017-05-02
A00003119,33,Monthly Issuance,2017-05-02,2017,5,2,2017-05-02
A00001230,1,Monthly Issuance,2017-05-03,2017,5,3,2017-05-03
A00002594,19,Issuance After Transaction,2017-05-03,2017,5,3,2017-05-03
A00003773,10,Monthly Issuance,2017-05-04,2017,5,4,2017-05-04
A00003635,10,Monthly Issuance,2017-05-04,2017,5,4,2017-05-04
A00000293,1,Monthly Issuance,2017-05-04,2017,5,4,2017-05-04
A00001178,41,Monthly Issuance,2017-05-04,2017,5,4,2017-05-04
A00003988,23,Monthly Issuance,2017-05-04,2017,5,4,2017-05-04
A00002816,74,Monthly Issuance,2017-05-04,2017,5,4,2017-05-04
A00000722,38,Issuance After Transaction,2017-05-04,2017,5,4,2017-05-04
A00002184,6,Monthly Issuance,2017-05-07,2017,5,7,2017-05-07
A00010022,1,Monthly Issuance,2017-05-07,2017,5,7,2017-05-07
A00001385,53,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00003506,70,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00000316,62,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00003711,3,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00001982,6,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00002071,35,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00002800,41,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00000997,54,Monthly Issuance,2017-05-08,2017,5,8,2017-05-08
A00000367,23,Monthly Issuance,2017-05-09,2017,5,9,2017-05-09
A00002141,21,Monthly Issuance,2017-05-09,2017,5,9,2017-05-09
A00002127,1,Monthly Issuance,2017-05-09,2017,5,9,2017-05-09
A00003214,67,Monthly Issuance,2017-05-10,2017,5,10,2017-05-10
A00000250,56,Monthly Issuance,2017-05-10,2017,5,10,2017-05-10
A00003742,59,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00003577,74,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00002448,23,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00001130,1,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00002118,42,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00002005,16,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00000475,3,Monthly Issuance,2017-05-11,2017,5,11,2017-05-11
A00006922,3,Weekly Issuance,2017-05-12,2017,5,12,2017-05-12
A00003122,74,Monthly Issuance,2017-05-12,2017,5,12,2017-05-12
A00000282,69,Monthly Issuance,2017-05-12,2017,5,12,2017-05-12
A00003140,3,Monthly Issuance,2017-05-13,2017,5,13,2017-05-13
A00003790,1,Weekly Issuance,2017-05-13,2017,5,13,2017-05-13
A00005164,5,Monthly Issuance,2017-05-13,2017,5,13,2017-05-13
A00008149,64,Issuance After Transaction,2017-05-14,2017,5,14,2017-05-14
A00002900,20,Monthly Issuance,2017-05-14,2017,5,14,2017-05-14
A00000383,38,Monthly Issuance,2017-05-15,2017,5,15,2017-05-15
A00001953,9,Weekly Issuance,2017-05-15,2017,5,15,2017-05-15
A00003344,70,Monthly Issuance,2017-05-15,2017,5,15,2017-05-15
A00000139,38,Weekly Issuance,2017-05-15,2017,5,15,2017-05-15
A00001808,28,Monthly Issuance,2017-05-16,2017,5,16,2017-05-16
A00003299,11,Weekly Issuance,2017-05-16,2017,5,16,2017-05-16
A00001697,63,Monthly Issuance,2017-05-17,2017,5,17,2017-05-17
A00002392,1,Monthly Issuance,2017-05-18,2017,5,18,2017-05-18
A00008713,53,Monthly Issuance,2017-05-18,2017,5,18,2017-05-18
A00003403,63,Monthly Issuance,2017-05-20,2017,5,20,2017-05-20
A00001424,32,Monthly Issuance,2017-05-20,2017,5,20,2017-05-20
A00002366,68,Monthly Issuance,2017-05-20,2017,5,20,2017-05-20
A00002668,21,Monthly Issuance,2017-05-20,2017,5,20,2017-05-20
A00002698,49,Monthly Issuance,2017-05-21,2017,5,21,2017-05-21
A00003872,25,Monthly Issuance,2017-05-21,2017,5,21,2017-05-21
A00010343,8,Monthly Issuance,2017-05-22,2017,5,22,2017-05-22
A00002743,51,Monthly Issuance,2017-05-22,2017,5,22,2017-05-22
A00000834,3,Monthly Issuance,2017-05-23,2017,5,23,2017-05-23
A00001956,63,Monthly Issuance,2017-05-23,2017,5,23,2017-05-23
A00004729,66,Monthly Issuance,2017-05-23,2017,5,23,2017-05-23
A00000760,1,Monthly Issuance,2017-05-24,2017,5,24,2017-05-24
A00002324,1,Monthly Issuance,2017-05-24,2017,5,24,2017-05-24
A00007559,56,Monthly Issuance,2017-05-24,2017,5,24,2017-05-24
A00009208,29,Monthly Issuance,2017-05-24,2017,5,24,2017-05-24
A00003163,41,Monthly Issuance,2017-05-24,2017,5,24,2017-05-24
A00003732,21,Monthly Issuance,2017-05-25,2017,5,25,2017-05-25
A00001710,74,Monthly Issuance,2017-05-25,2017,5,25,2017-05-25
A00000868,1,Monthly Issuance,2017-05-26,2017,5,26,2017-05-26
A00000534,1,Monthly Issuance,2017-05-26,2017,5,26,2017-05-26
A00003662,4,Monthly Issuance,2017-05-26,2017,5,26,2017-05-26
A00011053,46,Monthly Issuance,2017-05-27,2017,5,27,2017-05-27
A00003172,77,Monthly Issuance,2017-05-27,2017,5,27,2017-05-27
A00003905,54,Issuance After Transaction,2017-05-28,2017,5,28,2017-05-28
A00000464,43,Monthly Issuance,2017-05-28,2017,5,28,2017-05-28
A00001574,75,Monthly Issuance,2017-05-28,2017,5,28,2017-05-28
A00002891,42,Monthly Issuance,2017-05-28,2017,5,28,2017-05-28
A00002860,54,Weekly Issuance,2017-05-30,2017,5,30,2017-05-30
A00010679,1,Monthly Issuance,2017-05-30,2017,5,30,2017-05-30
A00000005,15,Monthly Issuance,2017-05-30,2017,5,30,2017-05-30
A00004130,70,Monthly Issuance,2017-06-01,2017,6,1,2017-06-01
A00004527,9,Monthly Issuance,2017-06-01,2017,6,1,2017-06-01
A00003951,22,Monthly Issuance,2017-06-02,2017,6,2,2017-06-02
A00003700,1,Monthly Issuance,2017-06-03,2017,6,3,2017-06-03
A00002564,36,Monthly Issuance,2017-06-03,2017,6,3,2017-06-03
A00003202,8,Monthly Issuance,2017-06-04,2017,6,4,2017-06-04
A00000879,9,Monthly Issuance,2017-06-04,2017,6,4,2017-06-04
A00002404,8,Monthly Issuance,2017-06-05,2017,6,5,2017-06-05
A00001537,54,Monthly Issuance,2017-06-06,2017,6,6,2017-06-06
A00003768,52,Monthly Issuance,2017-06-06,2017,6,6,2017-06-06
A00005944,27,Monthly Issuance,2017-06-06,2017,6,6,2017-06-06
A00009673,76,Monthly Issuance,2017-06-07,2017,6,7,2017-06-07
A00000229,1,Monthly Issuance,2017-06-07,2017,6,7,2017-06-07
A00000614,25,Monthly Issuance,2017-06-07,2017,6,7,2017-06-07
A00001724,48,Monthly Issuance,2017-06-07,2017,6,7,2017-06-07
A00001185,12,Monthly Issuance,2017-06-07,2017,6,7,2017-06-07
A00000349,72,Monthly Issuance,2017-06-08,2017,6,8,2017-06-08
A00000682,54,Monthly Issuance,2017-06-08,2017,6,8,2017-06-08
A00000291,7,Monthly Issuance,2017-06-08,2017,6,8,2017-06-08
A00003211,72,Monthly Issuance,2017-06-09,2017,6,9,2017-06-09
A00003060,73,Monthly Issuance,2017-06-09,2017,6,9,2017-06-09
A00004471,4,Weekly Issuance,2017-06-09,2017,6,9,2017-06-09
A00002956,15,Monthly Issuance,2017-06-10,2017,6,10,2017-06-10
A00002019,64,Monthly Issuance,2017-06-11,2017,6,11,2017-06-11
A00001491,47,Monthly Issuance,2017-06-11,2017,6,11,2017-06-11
A00003496,42,Monthly Issuance,2017-06-11,2017,6,11,2017-06-11
A00001841,36,Monthly Issuance,2017-06-12,2017,6,12,2017-06-12
A00007180,7,Weekly Issuance,2017-06-12,2017,6,12,2017-06-12
A00005648,59,Monthly Issuance,2017-06-13,2017,6,13,2017-06-13
A00002509,43,Monthly Issuance,2017-06-13,2017,6,13,2017-06-13
A00002878,1,Monthly Issuance,2017-06-14,2017,6,14,2017-06-14
A00001015,1,Monthly Issuance,2017-06-14,2017,6,14,2017-06-14
A00001753,71,Monthly Issuance,2017-06-14,2017,6,14,2017-06-14
A00002372,1,Monthly Issuance,2017-06-15,2017,6,15,2017-06-15
A00006097,29,Monthly Issuance,2017-06-15,2017,6,15,2017-06-15
A00002720,2,Weekly Issuance,2017-06-16,2017,6,16,2017-06-16
A00002006,25,Monthly Issuance,2017-06-16,2017,6,16,2017-06-16
A00003953,1,Monthly Issuance,2017-06-16,2017,6,16,2017-06-16
A00002135,51,Monthly Issuance,2017-06-17,2017,6,17,2017-06-17
A00001551,72,Monthly Issuance,2017-06-18,2017,6,18,2017-06-18
A00001095,54,Monthly Issuance,2017-06-18,2017,6,18,2017-06-18
A00003703,74,Monthly Issuance,2017-06-18,2017,6,18,2017-06-18
A00003719,37,Monthly Issuance,2017-06-19,2017,6,19,2017-06-19
A00002057,1,Monthly Issuance,2017-06-20,2017,6,20,2017-06-20
A00002560,15,Monthly Issuance,2017-06-20,2017,6,20,2017-06-20
A00003986,19,Monthly Issuance,2017-06-20,2017,6,20,2017-06-20
A00004858,67,Monthly Issuance,2017-06-21,2017,6,21,2017-06-21
A00001354,31,Monthly Issuance,2017-06-21,2017,6,21,2017-06-21
A00003262,23,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00003100,65,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00001839,5,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00003996,1,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00000622,24,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00002340,14,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00000641,40,Monthly Issuance,2017-06-22,2017,6,22,2017-06-22
A00003461,8,Monthly Issuance,2017-06-23,2017,6,23,2017-06-23
A00000672,53,Monthly Issuance,2017-06-23,2017,6,23,2017-06-23
A00008645,60,Monthly Issuance,2017-06-23,2017,6,23,2017-06-23
A00000438,37,Monthly Issuance,2017-06-23,2017,6,23,2017-06-23
A00002443,46,Monthly Issuance,2017-06-25,2017,6,25,2017-06-25
A00004309,74,Weekly Issuance,2017-06-25,2017,6,25,2017-06-25
A00003075,71,Monthly Issuance,2017-06-25,2017,6,25,2017-06-25
A00002200,1,Monthly Issuance,2017-06-26,2017,6,26,2017-06-26
A00003245,45,Monthly Issuance,2017-06-26,2017,6,26,2017-06-26
A00002806,53,Monthly Issuance,2017-06-26,2017,6,26,2017-06-26
A00000556,12,Monthly Issuance,2017-06-26,2017,6,26,2017-06-26
A00004301,1,Monthly Issuance,2017-06-26,2017,6,26,2017-06-26
A00004156,42,Monthly Issuance,2017-06-27,2017,6,27,2017-06-27
A00001921,42,Monthly Issuance,2017-06-27,2017,6,27,2017-06-27
A00002939,5,Monthly Issuance,2017-06-28,2017,6,28,2017-06-28
A00003665,28,Monthly Issuance,2017-06-28,2017,6,28,2017-06-28
A00003524,66,Monthly Issuance,2017-06-28,2017,6,28,2017-06-28
A00005196,13,Weekly Issuance,2017-06-29,2017,6,29,2017-06-29
A00002883,77,Monthly Issuance,2017-06-29,2017,6,29,2017-06-29
A00001346,74,Monthly Issuance,2017-07-01,2017,7,1,2017-07-01
A00001514,7,Monthly Issuance,2017-07-01,2017,7,1,2017-07-01
A00003154,1,Monthly Issuance,2017-07-02,2017,7,2,2017-07-02
